"house_id","neighbourhood","min","max","days_until_rent","avg_review","n_reviews","building","conservation","size","price","location","dislike_location","unpreserved_property","bigger_in_photos","different_from_the_listing"
892815526,Vila Santa Catarina,2018-02-16,2018-02-16,0,4.0,1,0,0,0,0,0,0,1,0,0
892815533,Bela Vista,2018-01-05,2018-01-09,4,5.0,1,1,1,1,1,1,0,0,0,0
892815534,Pinheiros,2018-01-03,2018-01-27,24,5.0,3,2,3,2,0,3,0,0,0,0
892815539,Pinheiros,2018-03-01,2018-03-12,11,5.0,3,3,2,2,1,3,0,0,0,0
892815542,Bela Vista,2018-01-18,2018-01-18,0,,0,0,0,0,0,0,0,0,0,0
892815547,Barra Funda,2018-02-06,2018-05-29,112,5.0,4,2,4,3,1,2,0,0,0,0
892815557,Centro,2018-01-12,2018-01-12,0,,0,0,0,0,0,0,0,0,0,0
892815566,Vila Nova,2018-01-04,2018-01-04,0,5.0,1,0,0,1,0,0,0,0,0,0
892815574,Vila Nova Conceição,2018-04-19,2018-05-12,23,4.0,2,0,0,0,0,1,0,1,0,0
892815596,Indianópolis,2018-02-08,2018-02-28,20,3.6666666666666665,6,0,1,2,0,0,0,4,0,0
892815605,Perdizes,2017-12-27,2018-04-02,96,4.5,2,0,0,1,1,1,0,0,1,0
892815614,Vila do Encontro,2018-01-30,2018-01-30,0,1.0,1,0,0,0,0,0,0,0,0,1
892815618,Jardim Paulista,2018-01-05,2018-01-05,0,5.0,2,0,2,2,2,2,0,0,0,0
892815624,Santo Antônio,2018-01-23,2018-01-30,7,3.3333333333333335,3,0,0,0,0,0,0,3,2,0
892815630,Vila América,2018-05-09,2018-05-09,0,5.0,1,1,0,1,0,1,0,0,0,0
892815631,Jardim Ampliação,2018-02-16,2018-02-16,0,5.0,2,2,1,2,2,1,0,0,0,0
892815632,Bosque da Saúde,2018-01-08,2018-01-08,0,3.0,1,0,0,0,0,0,0,1,0,0
892815635,Vila Pompéia,2018-01-04,2018-01-04,0,5.0,1,0,1,0,0,1,0,0,0,0
892815642,Moema,2018-01-16,2018-02-06,21,4.6,5,2,3,4,0,4,0,0,0,0
892815648,Santa Cecília,2018-05-17,2018-05-17,0,,0,0,0,0,0,0,0,0,0,0
892815653,Consolação,2018-02-12,2018-02-12,0,1.0,1,0,0,0,0,0,0,0,1,0
892815656,Santo Amaro,2018-01-06,2018-01-15,9,5.0,2,0,0,1,1,2,0,0,0,0
892815657,Vila Guarani (z Sul),2018-01-05,2018-01-05,0,5.0,1,0,0,0,0,1,0,0,0,0
892815658,Santa Cecília,2018-01-04,2018-01-23,19,4.6,5,2,1,1,2,3,0,1,1,0
892815671,Jardim Paulista,2018-01-05,2018-01-05,0,4.0,1,0,0,0,0,0,0,1,0,0
892815672,Vila Mariana,2018-01-04,2018-01-04,0,4.0,1,0,0,0,0,0,0,1,0,0
892815675,Bela Vista,2018-02-05,2018-05-19,103,2.0,2,0,0,0,0,0,0,2,0,0
892815677,Bela Vista,2018-04-06,2018-05-09,33,5.0,1,0,0,0,0,1,0,0,0,0
892815678,Vila Mariana,2018-01-11,2018-01-27,16,,0,0,0,0,0,0,0,0,0,0
892815682,Bela Vista,2018-02-14,2018-02-14,0,,0,0,0,0,0,0,0,0,0,0
892815685,Consolação,2018-01-16,2018-01-16,0,,0,0,0,0,0,0,0,0,0,0
892815694,Moema,2018-02-19,2018-02-19,0,5.0,1,0,0,1,0,1,0,0,0,0
892815701,Pinheiros,2018-05-15,2018-05-15,0,3.0,1,0,0,0,0,0,0,0,1,0
892815706,Consolação,2018-01-05,2018-01-05,0,,0,0,0,0,0,0,0,0,0,0
892815708,Baeta Neves,2018-01-23,2018-08-02,191,2.6666666666666665,3,0,0,0,0,0,2,1,2,0
892815709,Santa Paula,2018-02-06,2018-02-06,0,5.0,1,1,1,1,1,1,0,0,0,0
892815711,Vila Pompéia,2018-01-08,2018-01-12,4,3.5,2,0,0,0,0,0,0,1,1,0
892815719,Lapa,2018-02-28,2018-02-28,0,5.0,1,0,0,0,0,1,0,0,0,0
892815724,Indianópolis,2018-03-14,2018-03-14,0,4.0,1,0,0,0,0,0,0,1,0,0
892815726,Vila Mariana,2018-05-19,2018-05-19,0,,0,0,0,0,0,0,0,0,0,0
892815728,Paraíso,2018-03-10,2018-03-10,0,,0,0,0,0,0,0,0,0,0,0
892815736,Bela Vista,2018-01-06,2018-01-06,0,5.0,1,1,1,1,0,1,0,0,0,0
892815744,Vila Clementino,2018-03-15,2018-07-19,126,3.6666666666666665,3,0,0,0,0,0,1,1,1,0
892815750,Vila Pompéia,2018-01-20,2018-01-20,0,4.0,1,0,0,0,0,0,0,1,0,0
892815753,Vila Firmiano Pinto,2018-04-04,2018-04-04,0,,0,0,0,0,0,0,0,0,0,0
892815754,Vila Pompéia,2018-01-04,2018-01-11,7,4.5,2,1,1,1,1,1,0,0,0,0
892815766,Alto da Lapa,2018-01-20,2018-02-12,23,4.25,4,1,2,2,0,2,1,0,0,0
892815769,Indianópolis,2018-05-19,2018-08-23,96,3.8,5,0,0,2,0,1,0,3,0,1
892815775,Brooklin Paulista,2018-03-22,2018-03-27,5,3.0,1,0,0,0,0,0,0,0,1,0
892815781,Vila Pompéia,2018-01-10,2018-01-10,0,4.0,1,0,0,0,0,0,0,1,0,0
892815787,�gua Branca,2018-01-20,2018-01-20,0,5.0,1,1,1,1,1,0,0,0,0,0
892815788,Pinheiros,2018-02-05,2018-04-14,68,3.5,2,0,0,0,0,0,0,1,0,0
892815793,Cambuí,2018-02-16,2018-02-16,0,2.0,1,0,0,0,0,0,0,0,0,0
892815805,Moema,2018-01-20,2018-01-20,0,4.5,2,0,0,1,0,1,0,1,1,0
892815814,Paraíso,2018-02-16,2018-02-16,0,,0,0,0,0,0,0,0,0,0,0
892815815,Jardim Paulista,2018-01-03,2018-06-09,157,4.5,2,1,0,1,0,1,0,1,0,0
892815816,Vila Mariana,2018-01-12,2018-01-12,0,,0,0,0,0,0,0,0,0,0,0
892815817,Vila Ipojuca,2018-01-06,2018-01-06,0,4.0,1,0,0,0,0,0,0,0,0,0
892815822,Jardim,2018-02-08,2018-03-08,28,5.0,1,0,0,0,0,1,0,0,0,0
892815826,Jardim Paulista,2018-01-16,2018-03-12,55,4.5,4,1,1,2,2,2,1,1,1,0
892815829,Jardim Avelino,2018-04-30,2018-04-30,0,4.0,1,0,0,0,0,0,0,1,0,0
892815835,Pinheiros,2018-01-04,2018-01-08,4,5.0,2,1,0,1,1,2,0,0,0,0
892815844,Vila Parque Jabaquara,2018-01-16,2018-01-16,0,5.0,1,1,0,1,1,1,0,0,0,0
892815848,Itaim Bibi,2018-02-28,2018-02-28,0,4.0,1,0,0,0,0,0,0,1,0,0
892815853,Itaim Bibi,2018-05-22,2018-05-22,0,5.0,1,1,0,0,0,1,0,0,0,0
892815858,Santo Antônio,2018-01-04,2018-01-04,0,5.0,1,0,1,1,0,1,0,0,0,0
892815865,Baeta Neves,2018-01-30,2018-02-12,13,1.0,1,0,0,0,0,0,1,0,0,0
892815877,Perdizes,2018-01-30,2018-01-30,0,5.0,1,0,1,0,0,1,0,0,0,0
892815881,Maranhão,2018-08-18,2018-08-18,0,5.0,1,0,0,0,0,1,0,0,0,0
892815886,Brooklin Novo,2018-07-27,2018-07-27,0,4.0,1,0,0,0,0,0,0,0,0,0
892815889,Cambuí,2018-01-30,2018-01-30,0,,0,0,0,0,0,0,0,0,0,0
892815891,Campo Belo,2018-04-12,2018-04-12,0,5.0,1,0,0,0,1,1,0,0,0,0
892815897,Brooklin Paulista,2018-01-08,2018-01-08,0,4.0,1,0,0,0,0,0,0,0,0,0
892815905,Bela Vista,2018-04-19,2018-07-03,75,4.0,1,0,0,0,0,0,0,1,0,0
892815908,Chácara Inglesa,2018-07-19,2018-07-19,0,5.0,1,1,1,1,1,1,0,0,0,0
892815910,Centro,2018-01-18,2018-02-05,18,4.0,1,0,0,0,0,0,0,1,1,0
892815911,Vila Nova Conceição,2018-01-18,2018-02-08,21,3.0,1,0,0,0,0,0,0,1,0,0
892815913,Moema,2018-01-08,2018-05-12,124,4.833333333333333,6,1,4,2,0,3,0,0,1,0
892815919,Perdizes,2018-01-08,2018-01-08,0,3.0,1,0,0,0,0,0,0,1,0,0
892815920,Continental,2018-01-06,2018-01-06,0,4.0,1,0,0,0,0,0,0,1,0,0
892815921,Vila Suzana,2018-02-05,2018-08-14,190,5.0,2,0,1,1,0,2,0,0,0,0
892815922,Vila Suzana,2018-01-23,2018-02-16,24,5.0,3,2,1,1,2,3,0,0,0,0
892815925,Campos Elíseos,2018-01-05,2018-01-05,0,4.0,1,0,0,0,0,0,0,0,1,1
892815926,Vila Eldízia,2018-01-16,2018-05-02,106,4.75,4,1,1,2,1,2,1,0,0,0
892815927,Cambuí,2018-01-27,2018-02-16,20,5.0,3,3,3,3,0,2,0,0,0,0
892815939,Bela Vista,2018-01-13,2018-02-12,30,4.75,4,0,2,2,0,3,0,1,0,0
892815940,Bela Vista,2018-01-06,2018-02-16,41,4.6,5,0,3,2,2,2,1,0,0,0
892815943,Perdizes,2018-01-20,2018-01-20,0,4.0,1,0,0,0,0,0,0,1,0,0
892815955,Brás,2018-01-06,2018-01-06,0,,0,0,0,0,0,0,0,0,0,0
892815960,Vila da Saúde,2018-01-08,2018-04-14,96,2.5,2,0,0,0,0,0,0,2,0,0
892815963,Consolação,2018-01-16,2018-04-12,86,5.0,4,3,4,4,2,4,0,0,0,0
892815967,Jardim Paulista,2018-01-05,2018-01-05,0,5.0,1,0,0,0,0,1,0,0,0,0
892815968,Cerqueira César,2018-04-27,2018-04-30,3,3.0,1,0,0,0,0,0,0,0,0,0
892815977,Vila Sao Joao,2018-01-05,2018-01-20,15,5.0,1,1,1,1,1,1,0,0,0,0
892815978,Várzea da Barra Funda,2018-01-05,2018-07-31,207,5.0,1,1,1,1,1,1,0,0,0,0
892815979,Mirandópolis,2018-01-04,2018-02-02,29,4.333333333333333,3,1,1,1,1,1,0,2,2,0
892815980,Jardim Nova Europa,2018-01-05,2018-01-05,0,4.5,2,0,0,0,0,1,0,0,0,1
892815984,Aclimação,2018-01-06,2018-01-06,0,,0,0,0,0,0,0,0,0,0,0
892815985,Campo Belo,2018-01-27,2018-01-27,0,4.0,1,0,0,0,0,0,0,1,0,0
892815987,Indianópolis,2018-08-23,2018-08-23,0,,0,0,0,0,0,0,0,0,0,0
892815998,Vila Nova Conceição,2018-04-06,2018-04-06,0,5.0,1,0,1,1,1,1,0,0,0,0
892816010,Perdizes,2018-01-08,2018-03-29,80,4.25,4,2,2,1,0,1,0,0,1,1
892816014,�gua Branca,2018-08-14,2018-08-14,0,,0,0,0,0,0,0,0,0,0,0
892816018,Campo Belo,2018-07-31,2018-07-31,0,2.0,1,0,0,0,0,0,0,1,0,0
892816025,Perdizes,2018-01-06,2018-01-16,10,3.0,2,0,0,0,0,0,0,2,0,0
892816032,Liberdade,2018-01-12,2018-01-12,0,3.0,2,0,1,0,0,0,0,0,1,0
892816037,Santa Cecília,2018-01-11,2018-01-11,0,3.0,1,0,0,0,0,0,0,0,0,0
892816040,Centro,2018-01-27,2018-01-27,0,3.0,1,0,0,0,0,0,0,1,0,1
892816041,Sumaré,2018-01-18,2018-06-09,142,5.0,2,1,1,2,0,2,0,0,0,0
892816048,Vila Nova Conceição,2018-01-03,2018-01-08,5,4.0,1,0,0,0,0,0,1,0,0,0
892816051,Santa Cecília,2018-04-17,2018-05-22,35,4.5,2,1,1,1,1,1,0,0,0,0
892816060,Pinheiros,2018-01-05,2018-01-05,0,,0,0,0,0,0,0,0,0,0,0
892816073,Paraíso,2018-01-08,2018-01-23,15,5.0,2,0,0,2,0,2,0,0,0,0
892816075,Perdizes,2018-02-16,2018-04-06,49,1.0,1,0,0,0,0,0,0,1,0,0
892816078,Vila Suzana,2018-01-03,2018-01-03,0,3.0,1,0,0,0,0,0,0,0,1,0
892816079,Chácara Califórnia,2018-01-23,2018-02-07,15,3.6666666666666665,3,1,1,1,2,1,0,1,0,1
892816086,Cidade Monções,2018-02-28,2018-04-23,54,5.0,1,0,1,0,0,0,0,0,0,0
892816094,Alto de Pinheiros,2018-04-27,2018-04-27,0,1.0,1,0,0,0,0,0,0,1,0,0
892816098,Perdizes,2018-01-05,2018-01-08,3,3.5,2,0,1,1,1,1,0,1,1,0
892816104,Vila Olímpia,2018-02-22,2018-03-01,7,,0,0,0,0,0,0,0,0,0,0
892816114,Barra Funda,2018-01-12,2018-02-08,27,4.75,4,3,3,2,3,2,1,0,1,0
892816118,Cambuí,2018-01-08,2018-01-08,0,5.0,1,1,1,1,0,1,0,0,0,0
892816124,Casa Verde,2018-07-11,2018-07-11,0,,0,0,0,0,0,0,0,0,0,0
892816129,Campo Belo,2018-02-05,2018-03-02,25,4.2,5,2,1,0,1,1,0,0,2,0
892816141,Moema,2018-01-16,2018-01-20,4,4.0,2,0,1,0,0,1,0,1,0,0
892816151,Paraíso,2018-01-27,2018-02-23,27,4.0,2,0,0,0,0,0,0,1,1,0
892816152,Chácara Califórnia,2018-01-04,2018-01-04,0,,0,0,0,0,0,0,0,0,0,0
892816155,�gua Branca,2018-01-16,2018-01-16,0,,0,0,0,0,0,0,0,0,0,0
892816157,Vila Buarque,2018-01-04,2018-01-08,4,4.75,4,2,2,2,3,3,0,0,1,0
892816158,Vila Nova Conceição,2018-01-08,2018-01-08,0,4.5,2,0,0,0,0,1,0,0,0,0
892816163,Consolação,2018-01-18,2018-01-18,0,5.0,1,0,0,1,0,1,0,0,0,0
892816166,Vila Mariana,2018-02-19,2018-07-23,154,4.833333333333333,6,1,5,3,1,2,0,0,0,0
892816168,Jardim Pinheiros,2018-01-03,2018-01-11,8,3.0,2,1,1,0,1,1,0,0,0,1
892816171,Vila Suzana,2018-03-05,2018-03-05,0,4.0,1,0,0,0,0,0,0,1,0,0
892816174,Mirandópolis,2018-06-22,2018-06-22,0,,0,0,0,0,0,0,0,0,0,0
892816180,Consolação,2018-01-08,2018-01-08,0,3.0,2,1,1,1,1,1,0,1,0,0
892816190,República,2018-03-08,2018-06-18,102,4.142857142857143,7,1,3,1,2,2,0,1,2,0
892816191,Vila Euclides,2018-01-12,2018-04-10,88,4.6,5,1,3,4,2,2,1,1,0,0
892816192,Bela Vista,2018-01-09,2018-01-09,0,5.0,1,0,1,0,0,1,0,0,0,0
892816193,Botafogo,2018-02-02,2018-02-02,0,5.0,1,1,0,0,0,1,0,0,0,0
892816196,Perdizes,2018-01-05,2018-01-05,0,,0,0,0,0,0,0,0,0,0,0
892816200,Consolação,2018-01-23,2018-01-23,0,4.5,2,0,0,0,0,1,0,0,0,0
892816219,Campo Belo,2018-05-15,2018-06-30,46,4.0,1,0,0,0,0,0,0,1,0,0
892816222,Parque Brasília,2018-01-11,2018-01-11,0,5.0,1,1,1,1,0,1,0,0,0,0
892816242,Vila Mariana,2018-03-14,2018-03-14,0,5.0,1,0,0,1,0,1,0,0,0,0
892816262,Santa Cecília,2018-07-17,2018-07-17,0,4.0,1,0,0,0,0,0,0,1,0,0
892816269,Cidade Monções,2018-02-08,2018-05-09,90,4.0,1,0,0,0,0,0,0,1,0,0
892816283,Vila Gilda,2018-02-06,2018-03-14,36,4.142857142857143,7,3,2,4,2,4,0,1,2,0
892816288,Sumarezinho,2018-01-20,2018-02-26,37,3.25,4,0,0,0,0,0,0,4,2,0
892816291,Vila Mariana,2018-02-07,2018-02-07,0,5.0,1,0,0,1,0,1,0,0,0,0
892816296,Santa Cecília,2018-01-08,2018-08-08,212,3.4,5,0,0,0,1,2,0,1,2,0
892816300,Botafogo,2018-03-05,2018-08-16,164,3.0,4,0,0,0,0,0,0,2,2,0
892816303,Vila Mariana,2018-01-09,2018-01-09,0,5.0,1,1,1,1,1,1,0,0,0,0
892816308,Vila Mariana,2018-01-06,2018-01-20,14,4.0,2,0,0,0,0,0,0,2,0,0
892816315,Indianópolis,2018-03-14,2018-03-22,8,4.5,2,0,0,1,1,1,0,0,1,0
892816320,Saúde,2018-05-02,2018-05-02,0,5.0,1,1,1,1,1,1,0,0,0,0
892816321,Centro,2018-03-02,2018-03-07,5,5.0,2,2,2,2,2,2,0,0,0,0
892816324,Bela Vista,2018-03-02,2018-03-02,0,5.0,1,1,1,0,0,0,0,0,0,0
892816328,Jabaquara,2018-05-12,2018-08-04,84,4.0,2,0,0,0,1,0,0,0,0,0
892816332,Jardim Tijuco,2018-03-15,2018-08-18,156,5.0,3,1,0,2,0,3,0,0,0,0
892816337,Bela Vista,2018-01-08,2018-01-18,10,4.0,2,1,1,1,1,0,0,0,0,0
892816338,Santa Cecília,2018-01-06,2018-01-15,9,4.0,1,0,0,0,0,0,0,1,0,0
892816340,Bela Vista,2018-03-01,2018-08-25,177,3.5,4,0,2,1,2,2,1,1,0,0
892816342,Jardim Analia Franco,2018-02-06,2018-08-31,206,2.0,1,0,0,0,0,0,0,1,0,0
892816350,Perdizes,2018-01-16,2018-01-16,0,4.0,1,0,0,0,0,0,0,0,1,0
892816352,Vila da Saúde,2018-03-14,2018-04-04,21,4.0,2,1,1,1,1,1,0,1,0,0
892816357,Jardim da Saúde,2018-01-12,2018-01-12,0,,0,0,0,0,0,0,0,0,0,0
892816362,Pinheiros,2018-01-16,2018-01-23,7,5.0,1,1,1,1,0,1,0,0,0,0
892816365,Jardim Ampliação,2018-02-28,2018-08-20,173,3.5,2,0,0,0,0,0,0,2,0,0
892816366,Jardim Nova Europa,2018-02-07,2018-04-06,58,5.0,2,0,2,1,0,0,0,0,0,0
892816367,Itaim Bibi,2018-01-12,2018-01-12,0,4.0,1,0,0,0,0,0,1,0,0,0
892816368,Bela Vista,2018-01-16,2018-01-16,0,5.0,1,1,1,1,1,1,0,0,0,0
892816378,Bela Vista,2018-01-16,2018-04-02,76,4.714285714285714,7,1,4,3,3,3,1,0,0,0
892816380,Jardim Paulista,2018-03-26,2018-04-06,11,5.0,2,1,1,1,0,2,0,0,0,0
892816387,Chácara Califórnia,2018-01-20,2018-01-20,0,5.0,1,0,0,0,0,1,0,0,0,0
892816388,Bela Vista,2018-01-23,2018-01-23,0,4.0,1,0,0,0,0,0,0,0,1,0
892816392,Moema,2018-04-09,2018-04-09,0,4.0,1,0,0,0,0,0,0,0,1,0
892816393,Vila da Saúde,2018-01-12,2018-01-12,0,3.0,2,0,0,1,1,1,0,1,0,0
892816399,Planalto,2018-01-13,2018-01-13,0,2.0,1,0,0,0,0,0,0,1,0,0
892816400,Vila Clementino,2018-01-16,2018-01-16,0,5.0,1,0,0,1,1,1,0,0,0,0
892816405,Jardim Paulista,2018-01-16,2018-03-12,55,4.0,4,0,2,1,1,2,0,1,0,0
892816406,Vila Pompéia,2018-01-18,2018-01-20,2,3.5,2,0,0,0,0,0,0,0,2,0
892816408,Sumaré,2018-01-15,2018-01-16,1,5.0,1,1,0,1,0,1,0,0,0,0
892816410,Itaim Bibi,2018-02-23,2018-02-23,0,5.0,1,0,0,1,0,1,0,0,0,0
892816415,Vila Mariana,2018-02-07,2018-06-19,132,4.6,5,1,2,3,1,3,0,0,1,0
892816416,Indianópolis,2018-03-05,2018-03-05,0,5.0,1,0,0,0,0,1,0,0,0,0
892816418,Super Quadra Morumbi,2018-03-07,2018-03-07,0,5.0,1,1,1,0,1,1,0,0,0,0
892816423,Bela Vista,2018-01-16,2018-02-28,43,2.8,5,1,0,0,1,0,0,4,1,0
892816429,Liberdade,2018-01-18,2018-01-20,2,5.0,1,0,1,0,0,0,0,0,0,0
892816432,Centro,2018-01-30,2018-02-02,3,4.666666666666667,3,1,2,1,1,2,0,0,1,0
892816436,Chácara Inglesa,2018-01-23,2018-04-06,73,4.5,4,2,2,1,1,1,1,0,0,0
892816453,Campos Elíseos,2018-01-12,2018-01-12,0,5.0,1,0,0,0,1,1,0,0,0,0
892816457,Consolação,2018-01-11,2018-01-11,0,,0,0,0,0,0,0,0,0,0,0
892816463,Santa Cecília,2018-01-13,2018-01-20,7,3.5,2,0,0,0,0,0,0,1,0,0
892816470,Saúde,2018-01-30,2018-02-10,11,2.0,1,0,0,0,0,0,0,1,1,0
892816472,Paraíso,2018-01-20,2018-02-14,25,5.0,1,0,0,1,0,1,0,0,0,0
892816474,Vila Anglo Brasileira,2018-01-15,2018-02-05,21,5.0,3,1,3,2,0,0,0,0,0,0
892816475,Vila Suzana,2018-04-25,2018-04-25,0,1.0,1,0,0,0,0,0,0,1,0,0
892816485,Tatuapé,2018-01-20,2018-01-30,10,4.5,2,1,1,1,1,1,0,0,0,0
892816494,Vila Mariana,2018-02-10,2018-02-10,0,5.0,1,0,0,1,1,1,0,0,0,0
892816497,Vila Olimpia,2018-01-23,2018-02-12,20,5.0,2,2,1,2,1,1,0,0,0,0
892816506,Chácara Califórnia,2018-02-06,2018-02-06,0,5.0,1,1,1,1,1,1,0,0,0,0
892816508,Jardim Ampliação,2018-02-02,2018-02-02,0,1.0,1,0,0,0,0,0,0,1,0,1
892816509,Bosque da Saúde,2018-02-06,2018-03-01,23,,0,0,0,0,0,0,0,0,0,0
892816510,Cidade Monções,2018-02-06,2018-02-06,0,3.0,1,0,0,0,0,0,0,0,0,0
892816511,Centro,2018-01-16,2018-01-16,0,,0,0,0,0,0,0,0,0,0,0
892816512,Vila Mascote,2018-02-10,2018-02-10,0,4.0,1,0,0,0,0,0,0,1,1,0
892816515,Vila Mascote,2018-02-07,2018-02-07,0,,0,0,0,0,0,0,0,0,0,0
892816517,Bela Vista,2018-01-20,2018-01-23,3,4.666666666666667,3,2,1,1,1,2,1,0,0,0
892816524,Perdizes,2018-03-15,2018-04-19,35,2.0,2,0,0,0,0,0,0,1,0,0
892816530,Vila Mariana,2018-01-23,2018-03-22,58,5.0,2,1,2,2,2,2,0,0,0,0
892816531,Vila Mariana,2018-01-23,2018-03-29,65,4.666666666666667,3,2,2,2,1,2,1,0,1,0
892816532,Jardim Flamboyant,2018-02-12,2018-02-12,0,5.0,1,1,1,1,0,1,0,0,0,0
892816536,Brooklin Novo,2018-03-15,2018-03-15,0,5.0,1,1,1,1,1,1,0,0,0,0
892816537,Jardim Flor da Montanha,2018-02-22,2018-02-22,0,,0,0,0,0,0,0,0,0,0,0
892816547,Lapa,2018-02-05,2018-03-02,25,4.0,1,0,0,0,0,0,1,0,0,0
892816548,Bela Vista,2018-03-07,2018-03-07,0,5.0,1,1,0,1,0,1,0,0,0,0
892816552,Centro,2018-06-15,2018-06-15,0,3.0,1,0,0,0,0,0,0,1,0,0
892816563,Vila Nova Conceição,2018-04-30,2018-04-30,0,5.0,1,1,1,1,0,1,0,0,0,0
892816583,Vila Olímpia,2018-06-25,2018-06-25,0,,0,0,0,0,0,0,0,0,0,0
892816586,Tatuapé,2018-02-16,2018-07-23,157,4.0,4,0,1,1,0,1,1,2,1,0
892816587,Jardim Paulista,2018-02-02,2018-02-02,0,5.0,2,0,1,1,1,2,0,0,0,0
892816588,Consolação,2018-01-12,2018-01-23,11,3.0,2,0,0,0,0,0,0,1,1,0
892816590,Parque Reboucas,2018-01-27,2018-02-05,9,3.0,3,0,0,0,0,0,1,1,0,0
892816601,Centro,2018-03-10,2018-04-25,46,4.0,2,1,1,1,0,1,0,1,0,0
892816605,Bela Vista,2018-02-26,2018-03-08,10,5.0,3,1,2,2,1,3,0,0,0,0
892816613,Bela Vista,2018-01-11,2018-01-11,0,,0,0,0,0,0,0,0,0,0,0
892816614,Santo Amaro,2018-01-12,2018-01-12,0,5.0,1,1,1,1,1,1,0,0,0,0
892816618,Vila São Judas Tadeu,2018-01-16,2018-01-20,4,5.0,2,1,2,1,0,1,0,0,0,0
892816619,Pinheiros,2018-02-07,2018-02-07,0,,0,0,0,0,0,0,0,0,0,0
892816640,Brooklin Paulista,2018-01-12,2018-01-12,0,,0,0,0,0,0,0,0,0,0,0
892816644,Consolação,2018-01-12,2018-01-13,1,5.0,1,1,1,0,1,1,0,0,0,0
892816645,Bela Vista,2018-03-12,2018-03-27,15,5.0,2,0,0,0,0,2,0,0,0,0
892816649,Pinheiros,2018-01-12,2018-01-12,0,4.666666666666667,3,0,0,1,2,2,0,1,0,0
892816651,Perdizes,2018-02-06,2018-02-06,0,4.0,1,0,0,0,0,0,0,1,0,0
892816662,Vila Mariana,2018-07-31,2018-08-23,23,4.0,2,0,1,1,0,0,1,0,0,0
892816664,Tatuapé,2018-01-23,2018-01-23,0,5.0,1,1,1,0,0,1,0,0,0,0
892816666,Bela Vista,2018-02-23,2018-06-11,108,4.0,2,1,1,1,1,1,1,0,0,0
892816679,Perdizes,2018-03-14,2018-03-14,0,3.0,1,0,0,0,0,0,1,0,0,0
892816692,Indianópolis,2018-01-16,2018-01-16,0,5.0,1,1,0,1,0,0,0,0,0,0
892816693,Sumarezinho,2018-04-25,2018-04-25,0,,0,0,0,0,0,0,0,0,0,0
892816695,Vila Mariana,2018-02-19,2018-04-04,44,3.5,4,1,1,1,1,1,0,3,0,0
892816704,Indianópolis,2018-01-16,2018-03-15,58,5.0,2,0,1,1,0,2,0,0,0,0
892816714,Centro,2018-01-15,2018-01-20,5,5.0,1,1,1,1,1,1,0,0,0,0
892816716,Jardim Bela Vista,2018-03-12,2018-03-12,0,5.0,1,0,0,1,0,1,0,0,0,0
892816718,Bosque,2018-08-18,2018-08-18,0,5.0,1,0,0,1,0,1,0,0,0,0
892816720,Saúde,2018-02-08,2018-02-08,0,5.0,1,1,1,0,0,1,0,0,0,0
892816727,Perdizes,2018-02-28,2018-02-28,0,5.0,1,0,0,0,0,1,0,0,0,0
892816739,Vila Mascote,2018-01-15,2018-01-15,0,5.0,1,0,0,1,0,1,0,0,0,0
892816746,Moema,2018-01-16,2018-01-16,0,4.0,1,0,0,0,0,0,0,1,0,0
892816748,Cidade Monções,2018-01-23,2018-04-06,73,4.8,5,1,3,4,0,3,0,1,0,0
892816750,Pinheiros,2018-01-27,2018-01-27,0,3.0,1,0,0,0,0,0,0,1,0,0
892816752,Consolação,2018-01-16,2018-08-10,206,4.833333333333333,6,4,3,0,2,5,0,1,0,0
892816755,Santa Cecília,2018-01-16,2018-01-16,0,5.0,1,1,1,0,0,0,0,0,0,0
892816757,Vila Pompéia,2018-01-20,2018-01-20,0,,0,0,0,0,0,0,0,0,0,0
892816758,Vila Industrial,2018-01-30,2018-06-20,141,5.0,3,1,2,2,1,3,0,0,0,0
892816760,Sumaré,2018-01-12,2018-01-20,8,4.4,5,1,3,0,1,1,0,2,2,0
892816761,Moema,2018-03-05,2018-03-05,0,1.0,1,0,0,0,0,0,0,1,0,0
892816762,Perdizes,2018-01-12,2018-01-27,15,4.0,1,0,0,0,0,0,0,0,1,0
892816764,Vila Mariana,2018-03-03,2018-03-03,0,4.0,1,0,0,0,0,0,0,0,0,0
892816767,Vila Mariana,2018-01-16,2018-01-16,0,5.0,1,1,1,1,1,1,0,0,0,0
892816769,Vila Clementino,2018-01-12,2018-01-12,0,4.0,1,0,0,0,0,0,0,0,0,0
892816772,Sumaré,2018-01-16,2018-01-16,0,3.0,1,0,0,0,0,0,0,0,0,1
892816776,Perdizes,2018-01-23,2018-01-23,0,,0,0,0,0,0,0,0,0,0,0
892816780,Laranjeiras,2018-05-07,2018-05-07,0,,0,0,0,0,0,0,0,0,0,0
892816781,Vila Clementino,2018-01-27,2018-08-29,214,2.6666666666666665,3,0,0,0,0,0,1,0,1,0
892816783,Jardim Bela Vista,2018-01-12,2018-02-10,29,5.0,1,1,0,1,1,1,0,0,0,0
892816784,Jardim Paulista,2018-01-30,2018-01-30,0,,0,0,0,0,0,0,0,0,0,0
892816800,Humaitá,2018-02-06,2018-02-06,0,1.0,1,0,0,0,0,0,0,1,0,0
892816808,Santo Amaro,2018-02-07,2018-02-07,0,5.0,1,0,1,0,0,1,0,0,0,0
